193,493,730,5
581,782,730,32
165,572,730,1
316,611,730,4
8,646,730,12
734,959,730,15
177,527,730,11
739,910,730,10
40,498,730,5
722,950,730,16
643,887,730,24
665,749,730,35
353,497,730,8
226,582,730,10
397,744,730,17
486,701,730,36
701,991,730,36
413,884,730,11
510,866,730,11
884,905,730,11
782,993,730,32
13,670,730,16
148,582,730,2
866,955,730,11
311,459,730,3
238,593,730,7
34,593,730,4
90,670,730,15
134,613,730,7
5,533,730,3
887,921,730,24
744,978,730,17
256,588,730,4
218,665,730,6
320,572,730,2
163,455,730,7
107,465,730,10
39,465,730,2
246,403,730,6
588,855,730,30
344,588,730,8
443,827,730,17
83,663,730,2
278,364,730,4
797,991,730,43
613,746,730,26
103,625,730,10
112,484,730,10
473,837,730,12
342,411,730,2
269,646,730,8
235,392,730,17
294,600,730,9
33,518,730,7
170,669,730,7
749,950,730,35
712,953,730,41
746,963,730,26
633,898,730,17
618,864,730,40
221,403,730,5
371,895,730,25
827,980,730,17
146,436,731,8
521,825,731,24
250,673,731,8
233,526,731,7
650,717,731,49
239,577,731,7
405,862,731,26
183,626,731,7
324,526,731,11
382,744,731,17
345,625,731,6
855,937,731,30
603,799,731,31
591,868,731,32
318,436,731,8
468,743,731,21
404,864,731,20
336,591,731,4
21,389,731,13
111,594,731,5
862,990,731,26
154,436,731,3
297,663,731,20
36,585,731,6
148,514,731,3
62,588,731,8
744,933,731,17
898,962,731,17
141,585,731,5
1,425,731,9
895,925,731,25
222,526,731,11
252,411,731,2
92,405,731,20
89,554,731,10
825,902,731,24
466,860,731,22
44,459,731,16
413,884,731,1
23,602,731,15
213,541,731,8
717,996,731,49
63,585,731,6
288,591,731,4
204,699,731,5
860,974,731,22
43,507,731,1
864,920,731,60
408,715,731,21
529,703,731,53
566,883,731,54
160,678,731,8
46,643,731,8
133,611,731,4
358,472,731,12
555,830,731,14
830,933,731,14
687,705,731,24
188,426,731,6
674,711,731,32
237,475,731,7
180,443,731,4
295,673,731,11
837,956,731,12
10,408,731,7
156,482,731,3
561,855,731,6
884,977,731,1
560,714,731,45
743,955,731,21
249,371,732,8
267,680,732,9
606,879,732,13
195,687,732,10
116,436,732,4
64,392,732,5
325,581,732,6
69,505,732,8
638,732,732,37
18,530,732,10
631,701,732,50
705,917,732,24
211,566,732,5
425,855,732,36
251,687,732,2
304,370,732,15
685,759,732,17
252,403,732,3
70,633,732,4
565,837,732,10
65,526,732,3
321,670,732,23
628,835,732,12
218,665,732,3
257,530,732,1
347,687,732,8
135,617,732,7
277,392,732,7
219,612,732,5
868,951,732,32
4,618,732,13
883,938,732,54
711,959,732,32
879,995,732,13
655,779,732,24
36,510,732,2
50,636,732,4
703,969,732,53
123,566,732,6
301,402,732,5
701,957,732,50
499,869,732,2
501,899,732,22
241,408,732,8
715,990,732,21
136,530,732,8
435,897,732,44
282,555,732,7
732,973,732,37
837,952,732,10
88,685,732,9
869,934,732,2
855,937,732,42
292,436,732,6
799,979,732,31
76,600,732,12
34,593,732,4
19,577,732,12
664,895,732,8
255,562,732,4
574,808,732,20
582,729,732,29
121,473,732,10
562,715,732,27
572,870,732,14
114,600,732,5
607,770,732,25
68,401,732,9
643,713,732,21
598,810,732,36
112,522,732,2
714,957,732,45
95,673,733,10
26,505,733,2
20,530,733,10
808,904,733,20
275,453,733,11
514,856,733,21
258,613,733,6
314,529,733,8
759,917,733,17
462,862,733,38
810,980,733,36
259,577,733,9
216,663,733,11
715,910,733,27
626,872,733,43
588,867,733,19
150,655,733,21
337,579,733,9
47,486,733,12
2,638,733,8
522,884,733,13
872,924,733,43
479,849,733,16
115,426,733,8
779,957,733,24
325,606,733,2
16,625,733,7
849,914,733,16
277,588,733,3
862,974,733,38
417,773,733,14
729,910,733,29
172,527,733,4
230,572,733,6
856,934,733,21
360,809,733,14
42,618,733,8
870,915,733,14
773,973,733,14
262,436,733,4
649,798,733,21
137,680,733,6
281,618,733,13
11,624,733,20
899,906,733,22
895,975,733,8
41,678,733,13
348,466,733,3
673,705,733,31
33,674,733,5
284,468,733,10
22,650,733,4
46,479,733,5
177,554,733,6
897,928,733,44
74,402,733,7
798,973,733,21
252,618,733,1
835,962,733,12
57,643,733,12
809,960,733,14
206,636,733,7
311,687,733,2
346,665,733,8
439,895,733,25
298,686,733,6
143,585,733,9
713,969,733,21
770,954,733,25
247,643,733,15
554,814,733,38
577,826,733,41
139,626,733,3
705,942,734,31
103,443,734,2
29,650,734,11
475,797,734,33
826,935,734,41
340,673,734,3
187,486,734,16
326,560,734,1
699,743,734,17
506,712,734,18
618,864,734,15
353,397,734,4
540,744,734,29
130,540,734,15
24,555,734,8
592,705,734,14
672,707,734,29
884,905,734,13
356,425,734,9
576,871,734,74
231,521,734,6
428,774,734,25
314,624,734,1
895,925,734,25
71,606,734,8
196,475,734,5
351,426,734,8
218,510,734,3
712,953,734,18
590,815,734,14
97,576,734,7
158,413,734,8
797,992,734,33
584,860,734,25
512,848,734,15
88,582,734,2
814,905,734,37
313,530,734,10
507,841,734,34
492,880,734,29
880,974,734,29
102,669,734,8
743,970,734,17
864,962,734,15
122,389,734,14
203,618,734,4
118,576,734,6
234,593,734,4
174,649,734,5
867,970,734,19
848,969,734,15
274,650,734,12
99,509,734,10
164,512,734,13
53,514,734,13
744,933,734,29
655,704,734,21
261,462,734,3
170,626,734,5
680,717,734,9
159,414,735,7
269,562,735,8
414,707,735,45
289,507,735,3
815,964,735,14
218,655,735,1
224,598,735,11
860,954,735,25
871,974,735,74
303,598,735,7
119,370,735,9
477,899,735,35
239,371,735,6
273,527,735,10
774,950,735,25
80,370,735,11
582,777,735,32
250,436,735,7
48,617,735,8
704,931,735,21
107,618,735,7
777,995,735,32
117,397,735,10
192,603,735,12
318,598,735,5
186,537,735,1
705,970,735,14
63,646,735,7
634,826,735,29
683,835,735,27
73,582,735,9
389,826,735,15
841,922,735,34
96,585,735,12
134,649,735,6
548,700,735,17
662,722,735,35
513,817,735,5
264,360,735,11
25,529,735,8
397,744,735,51
147,477,735,1
319,680,735,6
5,509,735,11
899,956,735,35
405,765,735,14
717,900,735,9
602,851,735,24
765,959,735,14
259,554,735,2
324,493,735,2
189,590,735,8
213,598,735,2
160,492,735,8
632,865,735,35
503,746,735,18
176,674,735,8
707,975,735,74
835,947,735,27
624,704,735,26
173,521,735,11
295,594,735,3
279,501,735,10
167,425,735,7
90,404,735,10
175,662,736,5
149,572,736,2
45,577,736,2
68,633,736,7
212,417,736,2
700,982,736,17
165,607,736,8
18,598,736,6
704,931,736,26
465,783,736,14
817,945,736,5
722,911,736,34
138,465,736,9
349,574,736,17
60,662,736,12
272,662,736,11
23,541,736,5
214,588,736,5
851,943,736,24
190,588,736,9
51,588,736,17
338,514,736,9
341,425,736,4
536,725,736,22
426,762,736,29
125,607,736,12
166,576,736,16
208,466,736,11
191,665,736,13
670,841,736,26
291,397,736,6
281,638,736,3
111,501,736,6
783,964,736,14
304,576,736,5
315,529,736,9
75,576,736,16
744,996,736,51
185,649,736,6
65,598,736,2
865,992,736,35
577,877,736,38
463,774,736,14
493,745,736,12
124,626,736,5
826,953,736,44
271,674,736,9
254,650,736,11
746,999,736,18
104,527,736,10
306,624,736,8
492,896,736,20
762,989,736,29
896,905,737,20
221,536,737,10
350,426,737,6
444,849,737,34
139,582,737,7
623,714,737,24
572,757,737,22
290,413,737,1
877,922,737,38
461,793,737,23
263,588,737,3
356,470,737,2
101,529,737,3
215,548,737,13
841,965,737,26
115,425,737,5
164,618,737,3
195,425,737,5
364,744,737,35
498,703,737,37
297,655,737,7
774,984,737,14
219,405,737,4
562,715,737,19
98,541,737,2
251,562,737,10
582,711,737,25
173,602,737,6
295,466,737,3
579,870,737,36
671,840,737,41
744,902,737,35
260,643,737,8
489,841,737,17
87,405,737,5
120,602,737,11
40,364,737,10
849,985,737,34
27,417,737,6
703,926,737,37
127,634,737,10
276,397,737,23
84,581,737,13
793,962,737,23
46,634,737,5
157,592,737,8
714,943,737,24
34,655,737,6
669,729,737,31
711,962,737,25
745,911,737,12
840,914,737,41
2,579,737,5
66,529,737,4
725,980,737,22
184,671,737,23
870,920,737,36
757,958,737,22
715,958,737,19
379,790,737,50
309,413,738,12
537,834,738,39
555,760,738,57
206,591,738,9
73,671,738,2
204,638,738,11
790,977,738,50
271,462,738,5
134,507,738,3
334,576,738,16
220,566,738,11
676,875,738,18
192,435,738,7
63,475,738,3
50,632,738,13
239,498,738,4
404,864,738,40
86,489,738,9
447,872,738,19
21,414,738,6
304,382,738,3
687,735,738,40
77,566,738,13
834,992,738,39
79,537,738,5
693,722,738,36
125,507,738,2
686,851,738,37
1,379,738,10
319,693,738,5
620,889,738,31
760,991,738,57
296,477,738,5
841,994,738,17
28,579,738,8
529,704,738,49
588,855,738,29
4,655,738,7
646,716,738,30
256,588,738,9
249,468,738,7
735,936,738,40
496,779,738,46
292,477,738,9
729,985,738,31
466,716,738,13
889,972,738,31
663,882,738,23
183,364,738,9
612,805,738,37
177,588,738,7
78,576,738,5
875,969,738,18
54,669,738,9
530,781,738,38
405,830,738,14
406,800,738,33
779,993,738,46
277,699,738,9
89,612,738,7
169,566,739,11
167,466,739,5
358,673,739,17
497,717,739,30
195,443,739,3
56,406,739,12
95,628,739,6
622,849,739,35
546,729,739,7
830,933,739,14
67,670,739,5
882,900,739,23
33,428,739,12
849,962,739,35
222,498,739,9
336,683,739,10
